Correlation id,Operation name,Status,Event category,Level,Time,Subscription,Event initiated by,Resource type,Resource group,Resource
e540d891-c87e-4e0a-a999-69b20c8b478e,Check Server Name Availability,Started,Administrative,Informational,2020-04-29T07:08:51.558Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,,,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/providers/Microsoft.Sql
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create or update Container Group,Succeeded,Administrative,Informational,2020-04-29T07:06:40.429Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerInstance/containerGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerInstance/containerGroups/appcontainer
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create Deployment,Started,Administrative,Informational,2020-04-29T06:54:38.108Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create Deployment,Accepted,Administrative,Informational,2020-04-29T06:54:47.117Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create or update Container Group,Started,Administrative,Informational,2020-04-29T06:54:47.753Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerInstance/containerGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerInstance/containerGroups/appcontainer
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create or update Container Group,Accepted,Administrative,Informational,2020-04-29T06:54:58.211Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerInstance/containerGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerInstance/containerGroups/appcontainer
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create Deployment,Succeeded,Administrative,Informational,2020-04-29T06:56:25.191Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create or update Container Group,Succeeded,Administrative,Informational,2020-04-29T06:56:33.522Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerInstance/containerGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerInstance/containerGroups/appcontainer
d01e5cb3-ca0b-40cc-9d7f-1f3cc15e7eb3,Create or update Container Group,Succeeded,Administrative,Informational,2020-04-29T07:05:04.783Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerInstance/containerGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerInstance/containerGroups/appcontainer
6bdc8986-5da2-4a26-b779-86e5f6b7844d,Get Web App Publishing Profile,Succeeded,Administrative,Informational,2020-04-29T07:04:38.130Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/sites,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Web/sites/demoapp3000
6bdc8986-5da2-4a26-b779-86e5f6b7844d,Get Web App Publishing Profile,Started,Administrative,Informational,2020-04-29T07:04:37.801Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/sites,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Web/sites/demoapp3000
66f54b5e-3e0f-48e4-b8f4-fe6a197401a0,Get Web App Publishing Profile,Succeeded,Administrative,Informational,2020-04-29T07:04:06.957Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/sites,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Web/sites/demoapp3000
66f54b5e-3e0f-48e4-b8f4-fe6a197401a0,Get Web App Publishing Profile,Started,Administrative,Informational,2020-04-29T07:04:06.587Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Web/sites,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Web/sites/demoapp3000
993d200b-f3a2-4269-a60c-7fb9e1dba164,Validate Deployment,Succeeded,Administrative,Informational,2020-04-29T07:03:11.226Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.Web-WebApp-Portal-32bb3408-af64
993d200b-f3a2-4269-a60c-7fb9e1dba164,Validate Deployment,Started,Administrative,Informational,2020-04-29T07:03:03.218Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.Web-WebApp-Portal-32bb3408-af64
a4557226-c41b-43bd-901a-c2b6673eaba2,Validate ,Succeeded,Administrative,Informational,2020-04-29T07:03:01.823Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Web
a4557226-c41b-43bd-901a-c2b6673eaba2,Validate ,Started,Administrative,Informational,2020-04-29T07:03:00.403Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Web
1d309bf0-6e2d-44bb-bd1b-1720c817a02e,Validate Deployment,Succeeded,Administrative,Informational,2020-04-29T07:02:59.430Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.Web-WebApp-Portal-a2354be0-873c
1d309bf0-6e2d-44bb-bd1b-1720c817a02e,Validate Deployment,Started,Administrative,Informational,2020-04-29T07:02:45.160Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.Web-WebApp-Portal-a2354be0-873c
9138d747-7e34-469e-99a7-4a2a55621c0f,Validate Deployment,Succeeded,Administrative,Informational,2020-04-29T06:54:37.823Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
9138d747-7e34-469e-99a7-4a2a55621c0f,Validate Deployment,Started,Administrative,Informational,2020-04-29T06:54:36.154Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
6a380c05-4c07-4e07-948b-f30e5e09530b,Validate Deployment,Succeeded,Administrative,Informational,2020-04-29T06:54:34.224Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
6a380c05-4c07-4e07-948b-f30e5e09530b,Validate Deployment,Started,Administrative,Informational,2020-04-29T06:54:25.413Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerInstances-20200429105358
9e6be982-9896-4fab-9d65-a6aea689f3f3,List Container Registry Login Credentials,Succeeded,Administrative,Informational,2020-04-29T06:54:00.386Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
9e6be982-9896-4fab-9d65-a6aea689f3f3,List Container Registry Login Credentials,Started,Administrative,Informational,2020-04-29T06:53:59.734Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
71e72990-44dc-4dd2-8fe6-d4da429363d2,List Container Registry Login Credentials,Succeeded,Administrative,Informational,2020-04-29T06:53:39.581Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
71e72990-44dc-4dd2-8fe6-d4da429363d2,List Container Registry Login Credentials,Started,Administrative,Informational,2020-04-29T06:53:39.319Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
6d46e81f-ab10-41a6-b33c-308201c55aa4,Create or Update Container Registry,Succeeded,Administrative,Informational,2020-04-29T06:53:39.038Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
6d46e81f-ab10-41a6-b33c-308201c55aa4,Create or Update Container Registry,Started,Administrative,Informational,2020-04-29T06:53:37.080Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
4d4051c9-9696-48b5-9585-e82f8eb93155,Create or Update Container Registry,Succeeded,Administrative,Informational,2020-04-29T06:17:48.295Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
4d4051c9-9696-48b5-9585-e82f8eb93155,Create Deployment,Started,Administrative,Informational,2020-04-29T06:07:26.675Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerRegistry
4d4051c9-9696-48b5-9585-e82f8eb93155,Create Deployment,Accepted,Administrative,Informational,2020-04-29T06:07:33.274Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerRegistry
4d4051c9-9696-48b5-9585-e82f8eb93155,Create or Update Container Registry,Started,Administrative,Informational,2020-04-29T06:07:34.118Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
4d4051c9-9696-48b5-9585-e82f8eb93155,Create or Update Container Registry,Succeeded,Administrative,Informational,2020-04-29T06:07:50.377Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.ContainerRegistry/registries,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.ContainerRegistry/registries/appregistry2090
4d4051c9-9696-48b5-9585-e82f8eb93155,Create Deployment,Succeeded,Administrative,Informational,2020-04-29T06:07:51.093Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerRegistry
8ac003df-2cf1-4036-8bef-b02654829a28,Validate Deployment,Succeeded,Administrative,Informational,2020-04-29T06:07:26.388Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerRegistry
8ac003df-2cf1-4036-8bef-b02654829a28,Validate Deployment,Started,Administrative,Informational,2020-04-29T06:07:19.084Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/Microsoft.ContainerRegistry
f0e10a57-df9f-4593-8e34-5caa5985f0e3,Start Virtual Machine,Succeeded,Administrative,Informational,2020-04-29T05:45:17.767Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
f0e10a57-df9f-4593-8e34-5caa5985f0e3,Start Virtual Machine,Started,Administrative,Informational,2020-04-29T05:44:46.646Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
f0e10a57-df9f-4593-8e34-5caa5985f0e3,Start Virtual Machine,Accepted,Administrative,Informational,2020-04-29T05:44:46.771Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
30736dcb-dffd-48c3-80b0-3dbfdb7709d5,Health Event Resolved,Resolved,Resource Health,Informational,2020-04-29T05:45:15.062Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,,MICROSOFT.COMPUTE/VIRTUALMACHINES,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
30736dcb-dffd-48c3-80b0-3dbfdb7709d5,Health Event Updated,Updated,Resource Health,Informational,2020-04-29T05:44:50.391Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,,MICROSOFT.COMPUTE/VIRTUALMACHINES,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
d24372b2-11f6-42ed-bd77-7977b978f27d,Health Event Updated,Updated,Resource Health,Informational,2020-04-29T05:44:49.891Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,,MICROSOFT.COMPUTE/VIRTUALMACHINES,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
d7a9c304-40fb-4aed-8cc3-fd5853078e52,Returns Storage Account SAS Token,Failed,Administrative,Error,2020-04-28T20:36:32.003Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,Hyper-V Recovery Manager,Microsoft.Storage/storageAccounts,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Storage/storageAccounts/ifgau6vault565asrcache
d7a9c304-40fb-4aed-8cc3-fd5853078e52,Returns Storage Account SAS Token,Started,Administrative,Informational,2020-04-28T20:36:31.733Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,Hyper-V Recovery Manager,Microsoft.Storage/storageAccounts,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Storage/storageAccounts/ifgau6vault565asrcache
76ffcb72-9300-4722-a845-b496bd15182f,Write Tasks,Succeeded,Recommendation,Informational,2020-04-28T18:33:54.217Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,,Microsoft.Compute/virtualMachines,AZUREDEMO,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/AZUREDEMO/providers/Microsoft.Compute/virtualMachines/linuxvm
74a7e61e-f2fd-44bb-a5aa-91c420adcfaf,Deallocate Virtual Machine,Succeeded,Administrative,Informational,2020-04-28T18:32:10.593Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
74a7e61e-f2fd-44bb-a5aa-91c420adcfaf,Deallocate Virtual Machine,Started,Administrative,Informational,2020-04-28T18:27:38.932Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
74a7e61e-f2fd-44bb-a5aa-91c420adcfaf,Deallocate Virtual Machine,Accepted,Administrative,Informational,2020-04-28T18:27:39.305Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
795058da-ab48-4b03-a372-2a96c2b3aefb,Health Event Updated,Updated,Resource Health,Informational,2020-04-28T18:27:39.480Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,,MICROSOFT.COMPUTE/VIRTUALMACHINES,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
2da2d1f0-250e-4f2e-9320-9e7a9871e52f,Create or Update Security Rule,Succeeded,Administrative,Informational,2020-04-28T16:58:05.789Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups/securityRules,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Network/networkSecurityGroups/linuxvm-nsg/securityRules/Port_5000
2da2d1f0-250e-4f2e-9320-9e7a9871e52f,Create or Update Security Rule,Started,Administrative,Informational,2020-04-28T16:57:51.198Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups/securityRules,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Network/networkSecurityGroups/linuxvm-nsg/securityRules/Port_5000
2da2d1f0-250e-4f2e-9320-9e7a9871e52f,Create or Update Security Rule,Accepted,Administrative,Informational,2020-04-28T16:57:51.419Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups/securityRules,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Network/networkSecurityGroups/linuxvm-nsg/securityRules/Port_5000
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Public Ip Address,Succeeded,Administrative,Informational,2020-04-28T15:17:21.901Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/publicIpAddresses,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/publicIPAddresses/linuxvm-ip
8ee69e8b-917b-4217-a976-babcb54feaeb,Create Deployment,Started,Administrative,Informational,2020-04-28T15:04:43.316Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/CreateVm-Canonical.UbuntuServer-18.04-LTS-20200428190345
8ee69e8b-917b-4217-a976-babcb54feaeb,Create Deployment,Accepted,Administrative,Informational,2020-04-28T15:04:50.574Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Resources/deployments,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/azuredemo/providers/Microsoft.Resources/deployments/CreateVm-Canonical.UbuntuServer-18.04-LTS-20200428190345
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Network Security Group,Started,Administrative,Informational,2020-04-28T15:04:51.178Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/networkSecurityGroups/linuxvm-nsg
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Virtual Network,Started,Administrative,Informational,2020-04-28T15:04:51.218Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/virtualNetworks,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/virtualNetworks/azuredemo-vnet
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Public Ip Address,Started,Administrative,Informational,2020-04-28T15:04:51.218Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/publicIpAddresses,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/publicIpAddresses/linuxvm-ip
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Virtual Network,Accepted,Administrative,Informational,2020-04-28T15:04:59.205Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/virtualNetworks,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/virtualNetworks/azuredemo-vnet
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Public Ip Address,Accepted,Administrative,Informational,2020-04-28T15:04:59.896Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/publicIpAddresses,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/publicIpAddresses/linuxvm-ip
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Network Security Group,Accepted,Administrative,Informational,2020-04-28T15:04:59.986Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkSecurityGroups,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/networkSecurityGroups/linuxvm-nsg
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Network Interface,Started,Administrative,Informational,2020-04-28T15:05:05.914Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/networkInterfaces/linuxvm837
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Virtual Network,Succeeded,Administrative,Informational,2020-04-28T15:05:07.855Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/virtualNetworks,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/virtualNetworks/azuredemo-vnet
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Network Interface,Succeeded,Administrative,Informational,2020-04-28T15:05:12.645Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Network/networkInterfaces,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Network/networkInterfaces/linuxvm837
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Virtual Machine,Started,Administrative,Informational,2020-04-28T15:05:12.970Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,techsup1000@gmail.com,Microsoft.Compute/virtualMachines,azuredemo,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourcegroups/azuredemo/providers/Microsoft.Compute/virtualMachines/linuxvm
8ee69e8b-917b-4217-a976-babcb54feaeb,Create or Update Disk,Started,Administrative,Informational,2020-04-28T15:05:16.383Z,20c6eec9-2d80-4700-b0f6-4fde579a8783,Compute Resource Provider,Microsoft.Compute/disks,AZUREDEMO,/subscriptions/20c6eec9-2d80-4700-b0f6-4fde579a8783/resourceGroups/AZUREDEMO/providers/Microsoft.Compute/disks/linuxvm_disk1_8e146428af574b519ba1c85d79b3fffd
